name,stocking_info,longitude,county,latitude,alt,size,location
Dollar - Upper,"Rainbow trout: 2012-09-16 00:00:00__340,Rainbow trout: 2006-09-22 00:00:00__340,Rainbow trout: 2001-08-15 00:00:00__360",-121.556935,Snohomish County,47.860375,3947,5.5,47.860375 -121.556935
Dollar - Lower,"Rainbow trout: 2012-09-16 00:00:00__120,Rainbow trout: 2006-09-22 00:00:00__120,Rainbow trout: 2001-08-15 00:00:00__119",-121.558986,Snohomish County,47.862342,3868,1.8,47.862342 -121.558986
Devils,Rainbow trout: 2001-07-23 00:00:00__100,-121.550719,Snohomish County,48.120329,3789,3.2,48.120329 -121.550719
Dick,"Cutthroat trout: 2013-09-13 00:00:00__50,Cutthroat trout: 2010-10-02 00:00:00__50,Cutthroat trout: 2007-09-23 00:00:00__50,Cutthroat trout: 2004-09-26 00:00:00__50,Cutthroat trout: 2000-08-27 00:00:00__53",-121.471922,Snohomish County,47.848387,3355,1,47.848387 -121.471922
Diamond,"Rainbow trout: 2010-09-21 00:00:00__965,Rainbow trout: 2002-09-24 00:00:00__930",-121.244543,Snohomish County,48.181921,5265,9.5,48.181921 -121.244543
Deer Creek Pot 1,Rainbow trout: 2008-09-04 00:00:00__40,-121.54974,Snohomish County,47.855037,4352,0.9,47.855037 -121.54974
Cultus,"Rainbow trout: 2010-08-24 00:00:00__90,Rainbow trout: 2002-08-25 00:00:00__40",-121.402204,Snohomish County,47.978747,4310,1.4,47.978747 -121.402204
Craig - Upper,Golden trout: 2001-10-01 00:00:00__35,-121.681978,Snohomish County,48.181294,4424,9.3,48.181294 -121.681978
Coney,"Rainbow trout: 2013-08-17 00:00:00__100,Rainbow trout: 2010-09-25 00:00:00__100,Rainbow trout: 2005-08-25 00:00:00__720,Rainbow trout: 2004-10-04 00:00:00__100,Rainbow trout: 2001-08-10 00:00:00__50",-121.251338,Snohomish County,47.991504,4275,2.9,47.991504 -121.251338
Cavanaugh,"Cutthroat trout: 2004-10-26 00:00:00__665,Cutthroat trout: 2001-06-01 00:00:00__800,Cutthroat trout: 2000-06-19 00:00:00__800,Golden trout: 2004-10-26 00:00:00__510,Golden trout: 2001-06-01 00:00:00__23,Golden trout: 2000-11-21 00:00:00__13,613,Rainbow trout: 2009-05-11 00:00:00__2,080,Rainbow trout: 2005-05-25 00:00:00__2,000,Rainbow trout: 2004-05-18 00:00:00__2,010,Rainbow trout: 2003-05-20 00:00:00__2,016,Rainbow trout: 2001-06-01 00:00:00__1,600,Rainbow trout: 2000-06-19 00:00:00__1,600",-121.666473,Snohomish County,47.786101,1539,5.2,47.786101 -121.666473
Canyon,"Rainbow trout: 2009-09-15 00:00:00__2,000,Rainbow trout: 2003-09-09 00:00:00__2,000",-120.995484,Snohomish County,48.246694,5611,21.9,48.246694 -120.995484
Clear,"Rainbow trout: 2011-10-15 00:00:00__410,Rainbow trout: 2006-09-30 00:00:00__410,Rainbow trout: 2001-06-29 00:00:00__200",-121.707718,Snohomish County,48.01933,3384,4,48.01933 -121.707718
Cadet,"Rainbow trout: 2007-09-12 00:00:00__160,Rainbow trout: 2006-10-11 00:00:00__0",-121.332455,Snohomish County,48.021942,5558,1.8,48.021942 -121.332455
Bowser,Rainbow trout: 2007-08-13 00:00:00__114,-121.259695,Snohomish County,47.9727,4875,1.2,47.9727 -121.259695
Canyon,"Cutthroat trout: 2011-10-15 00:00:00__250,Cutthroat trout: 2006-06-17 00:00:00__250",-121.705465,Snohomish County,48.110442,2714,5.1,48.110442 -121.705465
Boardman,"Rainbow trout: 2006-08-13 00:00:00__500,Rainbow trout: 2005-08-21 00:00:00__500,Rainbow trout: 2002-08-16 00:00:00__2,000",-121.690222,Snohomish County,48.023794,2989,45,48.023794 -121.690222
Blue - Little,Rainbow trout: 2008-08-04 00:00:00__120,-121.176983,Snohomish County,47.985617,5180,2.6,47.985617 -121.176983
Camp,"Rainbow trout: 2010-09-22 00:00:00__991,Rainbow trout: 2003-09-09 00:00:00__1,000",-121.225868,Snohomish County,48.112124,5706,10.4,48.112124 -121.225868
Blue,"Rainbow trout: 2009-08-23 00:00:00__666,Rainbow trout: 2002-09-21 00:00:00__498",-121.16928,Snohomish County,47.990263,5629,18.7,47.990263 -121.16928
Bear Tracks,Golden trout: 2001-10-01 00:00:00__40,-121.696562,Snohomish County,48.187535,3890,1.1,48.187535 -121.696562
Bandana,"Rainbow trout: 2012-09-19 00:00:00__184,Rainbow trout: 2007-07-30 00:00:00__200",-121.77185,Snohomish County,48.18588,3221,2.3,48.18588 -121.77185
Bath - Lower,"Rainbow trout: 2009-08-07 00:00:00__311,Rainbow trout: 2003-09-05 00:00:00__300",-121.083826,Snohomish County,48.243365,5581,8.4,48.243365 -121.083826
Bear,"Rainbow trout: 2006-08-05 00:00:00__500,Rainbow trout: 2005-07-24 00:00:00__500",-121.742891,Snohomish County,48.058358,2780,18.9,48.058358 -121.742891
Tupso,"Rainbow trout: 2012-09-08 00:00:00__290,Rainbow trout: 2009-10-21 00:00:00__290,Rainbow trout: 2006-09-26 00:00:00__290,Rainbow trout: 2003-09-12 00:00:00__290,Rainbow trout: 2000-10-19 00:00:00__293",-121.461423,Skagit County,48.390946,4513,3.7,48.390946 -121.461423
Whale,"Rainbow trout: 2006-08-01 00:00:00__2,000,Rainbow trout: 2002-08-15 00:00:00__2,000",-121.291677,Skagit County,48.446676,4559,45,48.446676 -121.291677
Thunder 2,Rainbow trout: 2002-08-15 00:00:00__40,-121.635447,Skagit County,48.58781,3978,1.1,48.58781 -121.635447
Thunder 1,Cutthroat trout: 2002-08-15 00:00:00__40,-121.635815,Skagit County,48.590084,4041,0.7,48.590084 -121.635815
Stilwell,"Rainbow trout: 2010-09-26 00:00:00__300,Rainbow trout: 2004-08-20 00:00:00__295,Rainbow trout: 2003-07-25 00:00:00__0",-121.585951,Skagit County,48.59327,4136,3.8,48.59327 -121.585951
Texas Pond,Cutthroat trout: 2004-09-26 00:00:00__260,-121.586063,Skagit County,48.367979,1559,11,48.367979 -121.586063
Stag,"Rainbow trout: 2007-08-11 00:00:00__475,Rainbow trout: 2007-07-28 00:00:00__0",-121.283954,Skagit County,48.384481,4947,7.8,48.384481 -121.283954
Splendor,"Rainbow trout: 2012-10-01 00:00:00__115,Rainbow trout: 2007-09-12 00:00:00__120,Rainbow trout: 2007-09-12 00:00:00__111",-121.558541,Skagit County,48.549659,4587,2.7,48.549659 -121.558541
Snowking,"Rainbow trout: 2009-08-29 00:00:00__699,Rainbow trout: 2004-09-19 00:00:00__0,Rainbow trout: 2003-09-09 00:00:00__700",-121.262112,Skagit County,48.42485,4464,25.6,48.42485 -121.262112
Sonny Boy 2,Golden trout: 2009-10-09 00:00:00__0,-121.164839,Skagit County,48.409733,4746,2.5,48.409733 -121.164839
Skaro,"Rainbow trout: 2011-10-08 00:00:00__470,Rainbow trout: 2007-09-02 00:00:00__460,Rainbow trout: 2002-08-31 00:00:00__579",-121.265072,Skagit County,48.428058,4500,13.9,48.428058 -121.265072
Shelf,"Rainbow trout: 2010-08-30 00:00:00__315,Rainbow trout: 2003-09-19 00:00:00__414",-121.758397,Skagit County,48.333768,4026,4.1,48.333768 -121.758397
Pear,"Rainbow trout: 2011-09-29 00:00:00__386,Rainbow trout: 2007-09-16 00:00:00__382,Rainbow trout: 2001-09-01 00:00:00__350",-121.321298,Skagit County,48.327832,5231,7.4,48.327832 -121.321298
Myrtle,"Rainbow trout: 2010-07-11 00:00:00__620,Rainbow trout: 2006-07-07 00:00:00__618,Rainbow trout: 2001-08-04 00:00:00__400",-121.814782,Skagit County,48.320949,3515,7.2,48.320949 -121.814782
McGinnis Pot,"Cutthroat trout: 2003-10-11 00:00:00__25,Rainbow trout: 2003-10-11 00:00:00__25",-121.930729,Skagit County,48.635471,4622,1.1,48.635471 -121.930729
McGinnis,"Cutthroat trout: 2003-10-11 00:00:00__99,Rainbow trout: 2003-10-11 00:00:00__100",-121.93644,Skagit County,48.637821,4282,6.3,48.637821 -121.93644
Louise,"Rainbow trout: 2013-08-17 00:00:00__260,Rainbow trout: 2010-08-01 00:00:00__260,Rainbow trout: 2004-07-25 00:00:00__260,Rainbow trout: 2001-07-30 00:00:00__300",-121.464552,Skagit County,48.402383,4827,5.3,48.402383 -121.464552
La Rush,"Rainbow trout: 2013-10-18 00:00:00__150,Rainbow trout: 2012-10-14 00:00:00__75,Rainbow trout: 2012-09-29 00:00:00__73,Rainbow trout: 2011-10-08 00:00:00__147,Rainbow trout: 2010-09-25 00:00:00__150,Rainbow trout: 2008-09-02 00:00:00__150,Rainbow trout: 2007-10-01 00:00:00__75,Rainbow trout: 2007-09-08 00:00:00__150,Rainbow trout: 2006-09-17 00:00:00__149,Rainbow trout: 2005-07-23 00:00:00__150,Rainbow trout: 2004-08-28 00:00:00__150,Rainbow trout: 2003-07-20 00:00:00__150,Rainbow trout: 2002-07-27 00:00:00__150,Rainbow trout: 2001-08-18 00:00:00__150,Rainbow trout: 2000-07-15 00:00:00__150",-121.277758,Skagit County,48.503098,3168,3.3,48.503098 -121.277758
Long Gone Pot,Rainbow trout: 2006-08-12 00:00:00__180,-121.13998,Skagit County,48.383075,5547,1.3,48.383075 -121.13998
Long Gone,"Rainbow trout: 2003-09-09 00:00:00__1,000",-121.129601,Skagit County,48.382222,4946,9.8,48.382222 -121.129601
Jordan - Upper,"Rainbow trout: 2006-08-01 00:00:00__1,350,Rainbow trout: 2002-08-15 00:00:00__1,350",-121.336785,Skagit County,48.452231,4515,66.1,48.452231 -121.336785
Jordan - Lower,"Rainbow trout: 2006-08-01 00:00:00__1,615,Rainbow trout: 2002-08-15 00:00:00__1,600",-121.359016,Skagit County,48.45094,4037,52.2,48.45094 -121.359016
Kawkawak,Rainbow trout: 2007-08-25 00:00:00__310,-121.310197,Skagit County,48.33686,5354,7.3,48.33686 -121.310197
Itswoot,"Rainbow trout: 2009-09-15 00:00:00__2,500,Rainbow trout: 2005-08-24 00:00:00__2,520",-121.087869,Skagit County,48.300711,5020,36.9,48.300711 -121.087869
Horse,"Rainbow trout: 2012-09-02 00:00:00__185,Rainbow trout: 2006-09-02 00:00:00__340,Rainbow trout: 2000-08-28 00:00:00__285",-121.213999,Skagit County,48.322979,4427,4.2,48.322979 -121.213999
Hyas,"Rainbow trout: 2002-09-08 00:00:00__200,Rainbow trout: 2001-10-21 00:00:00__0",-121.363503,Skagit County,48.365042,4348,2.1,48.365042 -121.363503
Hawkins,"Rainbow trout: 2010-08-30 00:00:00__170,Rainbow trout: 2003-09-19 00:00:00__170",-121.753606,Skagit County,48.335805,3552,2.1,48.335805 -121.753606
Heart,"Rainbow trout: 2011-10-08 00:00:00__869,Rainbow trout: 2007-08-25 00:00:00__800",-121.928175,Skagit County,48.643586,4052,14.1,48.643586 -121.928175
Granite 5,"Rainbow trout: 2010-08-28 00:00:00__100,Rainbow trout: 2005-09-24 00:00:00__97,Rainbow trout: 2001-07-29 00:00:00__85",-121.301871,Skagit County,48.469603,5550,2,48.469603 -121.301871
Halfcan,"Rainbow trout: 2013-08-31 00:00:00__56,Rainbow trout: 2007-09-01 00:00:00__50",-121.09727,Skagit County,48.376838,4592,1.2,48.376838 -121.09727
Gee Point,"Rainbow trout: 2013-09-19 00:00:00__125,Rainbow trout: 2013-08-03 00:00:00__125,Rainbow trout: 2009-09-10 00:00:00__250,Rainbow trout: 2004-09-04 00:00:00__250,Rainbow trout: 2000-10-06 00:00:00__320",-121.819949,Skagit County,48.424465,4106,3,48.424465 -121.819949
Gee - Little,"Rainbow trout: 2013-08-03 00:00:00__140,Rainbow trout: 2009-10-09 00:00:00__120,Rainbow trout: 2005-09-09 00:00:00__140,Rainbow trout: 2001-09-01 00:00:00__100",-121.812553,Skagit County,48.419248,4186,2,48.419248 -121.812553
Fly,Rainbow trout: 2001-07-29 00:00:00__50,-121.296485,Skagit County,48.479442,4627,0.9,48.479442 -121.296485
Falls - Lower,"Rainbow trout: 2003-09-09 00:00:00__1,400",-121.395772,Skagit County,48.464307,4034,59.8,48.464307 -121.395772
Enjar,"Rainbow trout: 2010-08-14 00:00:00__1,200,Rainbow trout: 2006-08-01 00:00:00__1,200,Rainbow trout: 2002-08-16 00:00:00__1,200",-121.302429,Skagit County,48.424219,4325,12.4,48.424219 -121.302429
Edgar,Cutthroat trout: 2004-09-28 00:00:00__398,-121.594787,Skagit County,48.624791,3267,2.9,48.624791 -121.594787
Cyclone Pot 2,"Golden trout: 2012-09-28 00:00:00__198,Golden trout: 2006-09-24 00:00:00__200",-121.25468,Skagit County,48.420469,5468,3.5,48.420469 -121.25468
Cyclone Pot 1,Golden trout: 2006-09-24 00:00:00__110,-121.254386,Skagit County,48.418837,5429,0.9,48.418837 -121.254386
Cyclone,"Golden trout: 2012-09-28 00:00:00__997,Golden trout: 2006-09-26 00:00:00__1,000",-121.258732,Skagit County,48.415457,5354,54.8,48.415457 -121.258732
Cub,"Rainbow trout: 2011-09-21 00:00:00__399,Rainbow trout: 2006-08-18 00:00:00__493,Rainbow trout: 2001-08-24 00:00:00__542",-121.091229,Skagit County,48.305635,5343,10.1,48.305635 -121.091229
Clear,"Rainbow trout: 2010-08-21 00:00:00__1,000,Rainbow trout: 2006-08-01 00:00:00__2,000,Rainbow trout: 2002-08-15 00:00:00__2,000",-121.595407,Skagit County,48.595427,4054,17.4,48.595427 -121.595407
Bee,"Rainbow trout: 2010-09-06 00:00:00__100,Rainbow trout: 2006-09-02 00:00:00__100,Rainbow trout: 2003-08-31 00:00:00__119",-121.414745,Skagit County,48.3898,4356,1.8,48.3898 -121.414745
Bear,"Cutthroat trout: 2013-07-29 00:00:00__130,Cutthroat trout: 2010-09-25 00:00:00__130,Cutthroat trout: 2007-09-07 00:00:00__130,Cutthroat trout: 2004-08-28 00:00:00__130,Cutthroat trout: 2001-08-18 00:00:00__150",-121.270145,Skagit County,48.490203,3709,1.4,48.490203 -121.270145
Basin,"Rainbow trout: 2013-07-29 00:00:00__30,Rainbow trout: 2010-09-25 00:00:00__30,Rainbow trout: 2007-09-07 00:00:00__30,Rainbow trout: 2004-08-28 00:00:00__30,Rainbow trout: 2001-08-18 00:00:00__50",-121.281907,Skagit County,48.486438,4152,0.7,48.486438 -121.281907
Bald,Rainbow trout: 2001-07-13 00:00:00__200,-121.559133,Skagit County,48.526528,3780,2.8,48.526528 -121.559133
Alp,"Rainbow trout: 2013-09-11 00:00:00__148,Rainbow trout: 2013-08-31 00:00:00__0,Rainbow trout: 2008-08-22 00:00:00__149,Rainbow trout: 2003-08-23 00:00:00__250",-121.079249,Skagit County,48.409912,6344,4.2,48.409912 -121.079249
Surprise,"Rainbow trout: 2013-10-06 00:00:00__240,Rainbow trout: 2012-09-19 00:00:00__240,Rainbow trout: 2011-09-25 00:00:00__239,Rainbow trout: 2010-10-02 00:00:00__249,Rainbow trout: 2009-07-18 00:00:00__240,Rainbow trout: 2008-09-28 00:00:00__240,Rainbow trout: 2006-10-07 00:00:00__200,Rainbow trout: 2005-08-13 00:00:00__197,Rainbow trout: 2004-07-17 00:00:00__198,Rainbow trout: 2003-08-31 00:00:00__200,Rainbow trout: 2002-07-21 00:00:00__200",-121.860883,Pierce County,47.02332,4412,8.3,47.02332 -121.860883
West,"Rainbow trout: 2012-08-16 00:00:00__360,Rainbow trout: 2008-08-05 00:00:00__360,Rainbow trout: 2004-07-06 00:00:00__360",-121.943439,Pierce County,46.818844,4586,4.1,46.818844 -121.943439
Pitcher Mtn,"Rainbow trout: 2012-10-11 00:00:00__210,Rainbow trout: 2009-10-05 00:00:00__210,Rainbow trout: 2006-09-21 00:00:00__210,Rainbow trout: 2003-08-05 00:00:00__210,Rainbow trout: 2000-08-21 00:00:00__209",-121.86927,Pierce County,47.044642,4703,4.2,47.044642 -121.86927
No See 'em,"Rainbow trout: 2011-09-29 00:00:00__50,Rainbow trout: 2006-06-17 00:00:00__100",-121.906048,Pierce County,47.020345,4347,1.5,47.020345 -121.906048
Helen,Rainbow trout: 2002-09-21 00:00:00__300,-121.946887,Pierce County,46.832896,4616,3.9,46.832896 -121.946887
No See 'em Pot,"Rainbow trout: 2011-09-29 00:00:00__15,Rainbow trout: 2006-06-17 00:00:00__30",-121.911433,Pierce County,47.016461,5186,0.6,47.016461 -121.911433
Lily,"Rainbow trout: 2011-09-18 00:00:00__400,Rainbow trout: 2007-07-28 00:00:00__400,Rainbow trout: 2003-09-06 00:00:00__400",-121.815256,Pierce County,47.041996,4086,9.1,47.041996 -121.815256
Hidden,"Cutthroat trout: 2010-08-15 00:00:00__150,Cutthroat trout: 2006-08-22 00:00:00__150,Rainbow trout: 2002-08-20 00:00:00__140",-121.443772,Pierce County,47.009275,4181,3,47.009275 -121.443772
George,"Cutthroat trout: 2012-08-03 00:00:00__100,Cutthroat trout: 2009-07-17 00:00:00__100,Cutthroat trout: 2006-07-02 00:00:00__100,Cutthroat trout: 2002-07-27 00:00:00__100",-121.491015,Pierce County,47.048763,5463,1.6,47.048763 -121.491015
Forest,"Rainbow trout: 2013-06-22 00:00:00__200,Rainbow trout: 2010-08-22 00:00:00__200,Rainbow trout: 2007-07-10 00:00:00__200,Rainbow trout: 2003-08-09 00:00:00__200",-121.510011,Pierce County,47.089366,3952,3,47.089366 -121.510011
East,"Cutthroat trout: 2011-09-29 00:00:00__200,Cutthroat trout: 2003-08-17 00:00:00__200",-121.837856,Pierce County,47.01689,3958,3.5,47.01689 -121.837856
Elizabeth,"Rainbow trout: 2012-09-13 00:00:00__50,Rainbow trout: 2008-08-27 00:00:00__50",-121.497065,Pierce County,46.920785,5842,2.6,46.920785 -121.497065
Newaukum Lake,"Brown trout: 2011-09-20 00:00:00__1,118,Brown trout: 2006-07-10 00:00:00__1,013,Brown trout: 2003-08-06 00:00:00__1,000",-122.474702,Lewis County,46.664601,2983,16.8,46.664601 -122.474702
Dalles 1,"Rainbow trout: 2012-08-03 00:00:00__100,Rainbow trout: 2008-08-06 00:00:00__100,Rainbow trout: 2003-08-09 00:00:00__100",-121.545185,Pierce County,47.083473,4544,1.4,47.083473 -121.545185
Dalles 2,"Rainbow trout: 2012-08-03 00:00:00__60,Rainbow trout: 2008-08-06 00:00:00__60,Rainbow trout: 2004-07-10 00:00:00__60",-121.550453,Pierce County,47.083967,4511,0.9,47.083967 -121.550453
West Fork (Janelle) Lake,"Cutthroat trout: 2012-08-05 00:00:00__250,Cutthroat trout: 2010-09-29 00:00:00__250,Cutthroat trout: 2007-09-02 00:00:00__250,Cutthroat trout: 2005-08-27 00:00:00__250,Cutthroat trout: 2003-07-20 00:00:00__300,Cutthroat trout: 2001-10-01 00:00:00__288",-122.32132,Lewis County,46.658288,3316,5.9,46.658288 -122.32132
Goose,"Brown trout: 2006-07-10 00:00:00__527,Brown trout: 2003-08-06 00:00:00__520",-122.327048,Lewis County,46.668958,2866,8.2,46.668958 -122.327048
Spud,"Cutthroat trout: 2012-08-29 00:00:00__150,Cutthroat trout: 2010-08-19 00:00:00__150,Cutthroat trout: 2008-08-25 00:00:00__168,Cutthroat trout: 2006-08-31 00:00:00__174,Cutthroat trout: 2004-09-14 00:00:00__156,Cutthroat trout: 2002-09-18 00:00:00__156,Cutthroat trout: 2000-09-12 00:00:00__151",-122.478912,Lewis County,46.664007,2985,2.2,46.664007 -122.478912
Windy,"Rainbow trout: 2013-09-14 00:00:00__502,Rainbow trout: 2007-09-29 00:00:00__510,Rainbow trout: 2001-09-15 00:00:00__510",-121.502523,King County,47.460391,4191,5.3,47.460391 -121.502523
Wright Mtn Pot,"Rainbow trout: 2009-07-26 00:00:00__50,Rainbow trout: 2003-09-28 00:00:00__50",-121.474893,King County,47.478461,4229,0.8,47.478461 -121.474893
Wildcat Pothole - West,"Rainbow trout: 2013-07-18 00:00:00__80,Rainbow trout: 2005-09-15 00:00:00__80",-121.478453,King County,47.480627,4071,0.6,47.480627 -121.478453
Wildcat - Lower,"Rainbow trout: 2012-09-05 00:00:00__750,Rainbow trout: 2004-08-21 00:00:00__848",-121.479713,King County,47.485218,3904,17.9,47.485218 -121.479713
Wildcat - Upper,"Rainbow trout: 2008-09-10 00:00:00__3,150,Rainbow trout: 2003-09-18 00:00:00__3,000",-121.492007,King County,47.485454,4222,51.5,47.485454 -121.492007
View,"Rainbow trout: 2012-09-15 00:00:00__210,Rainbow trout: 2006-07-22 00:00:00__210,Rainbow trout: 2000-09-17 00:00:00__210",-121.283448,King County,47.590632,5269,2.2,47.590632 -121.283448
Upper Loch Katrine,"Golden trout: 2012-10-11 00:00:00__760,Golden trout: 2002-10-05 00:00:00__745,Rainbow trout: 2007-09-08 00:00:00__760",-121.602158,King County,47.62092,4099,23.4,47.62092 -121.602158
Unnamed - L31363,Rainbow trout: 2008-09-17 00:00:00__300,-121.529122,King County,47.668821,3347,0.5,47.668821 -121.529122
Twilight,"Cutthroat trout: 2011-09-10 00:00:00__158,Cutthroat trout: 2008-10-12 00:00:00__160,Cutthroat trout: 2005-09-17 00:00:00__150,Cutthroat trout: 2002-09-23 00:00:00__150",-121.433672,King County,47.336111,3580,2.3,47.336111 -121.433672
Unnamed - L30960,"Rainbow trout: 2009-09-16 00:00:00__50,Rainbow trout: 2004-08-14 00:00:00__50",-121.451958,King County,47.379839,3826,0.4,47.379839 -121.451958
Trout Lake,"Rainbow trout: 2005-08-25 00:00:00__855,Rainbow trout: 2003-09-22 00:00:00__1,352",-121.313778,King County,47.617116,2034,14.9,47.617116 -121.313778
Tumwater,"Rainbow trout: 2013-08-28 00:00:00__100,Rainbow trout: 2007-09-15 00:00:00__100",-121.404179,King County,47.631794,3707,1.8,47.631794 -121.404179
Tunnel Cr Pothole,"Rainbow trout: 2011-08-28 00:00:00__100,Rainbow trout: 2007-07-14 00:00:00__100",-121.08772,King County,47.725787,4904,1,47.725787 -121.08772
Tourmaline,"Cutthroat trout: 2013-10-28 00:00:00__110,Cutthroat trout: 2008-09-30 00:00:00__110,Rainbow trout: 2003-08-23 00:00:00__93",-121.342187,King County,47.570286,4758,1.9,47.570286 -121.342187
Top Lake Pothole,"Cutthroat trout: 2006-09-08 00:00:00__40,Cutthroat trout: 2001-09-02 00:00:00__40,Rainbow trout: 2012-09-28 00:00:00__20",-121.33544,King County,47.655796,4224,1,47.655796 -121.33544
Trico,"Cutthroat trout: 2008-07-25 00:00:00__330,Cutthroat trout: 2000-08-13 00:00:00__700",-121.123372,King County,47.59967,5669,5.1,47.59967 -121.123372
Top Lake Pot - SE,"Cutthroat trout: 2013-09-10 00:00:00__30,Cutthroat trout: 2010-08-06 00:00:00__30,Cutthroat trout: 2007-08-07 00:00:00__30,Rainbow trout: 2013-09-10 00:00:00__30,Rainbow trout: 2010-08-06 00:00:00__30,Rainbow trout: 2007-08-07 00:00:00__30,Rainbow trout: 2004-09-25 00:00:00__50,Rainbow trout: 2001-07-24 00:00:00__60",-121.334827,King County,47.6506,4710,0.7,47.6506 -121.334827
Top,"Rainbow trout: 2013-10-10 00:00:00__100,Rainbow trout: 2013-09-25 00:00:00__100,Rainbow trout: 2005-09-16 00:00:00__200,Rainbow trout: 2002-08-21 00:00:00__200",-121.338924,King County,47.65655,4547,3.6,47.65655 -121.338924
Terrace - TB 1,"Rainbow trout: 2011-08-28 00:00:00__200,Rainbow trout: 2003-07-27 00:00:00__200",-121.206885,King County,47.61869,5026,1.9,47.61869 -121.206885
Tank - South,Rainbow trout: 2003-08-19 00:00:00__60,-121.26385,King County,47.561426,5800,2,47.561426 -121.26385
Thompson,"Rainbow trout: 2011-10-22 00:00:00__2,988,Rainbow trout: 2006-08-01 00:00:00__3,000,Rainbow trout: 2002-08-16 00:00:00__2,000",-121.586106,King County,47.455146,3654,45.2,47.455146 -121.586106
Tank - North,Golden trout: 2001-09-29 00:00:00__300,-121.26502,King County,47.565868,5799,2.2,47.565868 -121.26502
Talapus,"Rainbow trout: 2013-08-15 00:00:00__500,Rainbow trout: 2009-06-13 00:00:00__450,Rainbow trout: 2005-08-24 00:00:00__1,035,Rainbow trout: 2001-08-28 00:00:00__1,025",-121.518327,King County,47.415077,3264,17.4,47.415077 -121.518327
Talus,"Rainbow trout: 2012-08-01 00:00:00__175,Rainbow trout: 2006-07-10 00:00:00__347",-121.122298,King County,47.619442,5345,4.2,47.619442 -121.122298
T'ahl (Tahl),"Golden trout: 2009-10-05 00:00:00__200,Golden trout: 2001-09-22 00:00:00__125",-121.264779,King County,47.574163,5684,4.1,47.574163 -121.264779
Sunday Lake,"Cutthroat trout: 2013-10-13 00:00:00__300,Cutthroat trout: 2012-10-18 00:00:00__300,Cutthroat trout: 2011-09-08 00:00:00__300,Cutthroat trout: 2009-10-08 00:00:00__300,Cutthroat trout: 2008-07-10 00:00:00__300,Cutthroat trout: 2006-07-30 00:00:00__200,Cutthroat trout: 2005-09-05 00:00:00__200,Cutthroat trout: 2004-10-15 00:00:00__400,Cutthroat trout: 2003-10-14 00:00:00__400,Cutthroat trout: 2002-09-30 00:00:00__399,Cutthroat trout: 2001-10-14 00:00:00__400,Cutthroat trout: 2000-06-28 00:00:00__400",-121.580534,King County,47.626681,1882,35.2,47.626681 -121.580534
Source,"Cutthroat trout: 2012-07-30 00:00:00__50,Cutthroat trout: 2008-10-05 00:00:00__50,Cutthroat trout: 2004-10-15 00:00:00__50,Cutthroat trout: 2000-06-26 00:00:00__50",-121.45207,King County,47.455602,3755,0.5,47.455602 -121.45207
Snoqualmie Lk Potholes - Lower,"Cutthroat trout: 2011-09-19 00:00:00__174,Rainbow trout: 2008-09-15 00:00:00__294,Rainbow trout: 2005-09-22 00:00:00__200,Rainbow trout: 2002-09-01 00:00:00__250",-121.403551,King County,47.559201,3427,5.7,47.559201 -121.403551
Snow Lake Pot - Lower,"Cutthroat trout: 2012-09-23 00:00:00__140,Cutthroat trout: 2007-07-21 00:00:00__175,Cutthroat trout: 2002-08-11 00:00:00__140",-121.43858,King County,47.464641,4231,2.5,47.464641 -121.43858
Snowflake,"Cutthroat trout: 2012-09-12 00:00:00__80,Cutthroat trout: 2008-07-12 00:00:00__80",-121.372483,King County,47.54203,4950,1.7,47.54203 -121.372483
Snow  Lake Pot - Upper,"Cutthroat trout: 2012-09-23 00:00:00__70,Cutthroat trout: 2007-07-21 00:00:00__67,Cutthroat trout: 2002-08-09 00:00:00__70",-121.434565,King County,47.463692,4507,1,47.463692 -121.434565
Snoqualmie Lk Potholes - Upper,"Cutthroat trout: 2011-09-19 00:00:00__70,Cutthroat trout: 2008-09-15 00:00:00__250,Rainbow trout: 2005-09-22 00:00:00__120,Rainbow trout: 2002-09-01 00:00:00__250",-121.398753,King County,47.559752,3551,3.3,47.559752 -121.398753
Smith Pothole - South,"Rainbow trout: 2011-09-13 00:00:00__30,Rainbow trout: 2006-08-19 00:00:00__30,Rainbow trout: 2003-09-27 00:00:00__0",-121.433136,King County,47.606703,4670,0.4,47.606703 -121.433136
Skyline,"Rainbow trout: 2013-10-05 00:00:00__50,Rainbow trout: 2013-09-18 00:00:00__50,Rainbow trout: 2011-10-16 00:00:00__100,Rainbow trout: 2009-08-01 00:00:00__100,Rainbow trout: 2007-10-13 00:00:00__100,Rainbow trout: 2005-07-23 00:00:00__100,Rainbow trout: 2003-08-30 00:00:00__100",-121.097867,King County,47.756838,5104,3.2,47.756838 -121.097867
Smith,"Rainbow trout: 2011-09-13 00:00:00__110,Rainbow trout: 2006-08-19 00:00:00__110,Rainbow trout: 2003-09-27 00:00:00__0",-121.432853,King County,47.60774,4633,2.6,47.60774 -121.432853
Scout,"Rainbow trout: 2012-07-05 00:00:00__230,Rainbow trout: 2008-11-01 00:00:00__230,Rainbow trout: 2004-09-18 00:00:00__200",-121.493869,King County,47.353154,3864,5.5,47.353154 -121.493869
