name,stocking_info,longitude,county,latitude,alt,size,location
Lost,,-121.657969,Pierce County,46.942833,5528,6.5,46.942833 -121.657969
Buckhorn,,-123.113284,Jefferson County,47.837982,5113,1.2,47.837982 -123.113284
Doubtful,,-121.047633,Chelan County,48.473985,5390,29.9,48.473985 -121.047633
Monogram,,-121.280465,Skagit County,48.556917,4877,28.7,48.556917 -121.280465
Berdeen - Lower,,-121.477572,Whatcom County,48.706932,4473,7.3,48.706932 -121.477572
Berdeen - Upper,,-121.470262,Whatcom County,48.725722,5067,9.2,48.725722 -121.470262
Dougs,,-121.365115,Whatcom County,48.721943,3949,5.8,48.721943 -121.365115
Skymo - Upper,,-121.10575,Whatcom County,48.833582,5282,0.6,48.833582 -121.10575
Deer (1),,-123.823782,Clallam County,47.926653,3525,8.5,47.926653 -123.823782
Long,,-123.773447,Clallam County,47.922571,3839,14.2,47.922571 -123.773447
Constance,,-123.14226,Jefferson County,47.750726,4669,10.6,47.750726 -123.14226
Elk,"Cutthroat trout: 2011-09-20 00:00:00__808,Cutthroat trout: 2009-09-19 00:00:00__780,Cutthroat trout: 2007-09-15 00:00:00__600,Cutthroat trout: 2006-09-18 00:00:00__829,Cutthroat trout: 2003-09-20 00:00:00__800,Cutthroat trout: 2001-09-27 00:00:00__800",-121.795763,Skamania County,46.021834,4689,12.5,46.021834 -121.795763
Art,"Cutthroat trout: 2012-08-29 00:00:00__60,Cutthroat trout: 2011-10-14 00:00:00__60,Cutthroat trout: 2010-08-19 00:00:00__60,Cutthroat trout: 2008-08-25 00:00:00__67,Cutthroat trout: 2007-08-14 00:00:00__79,Cutthroat trout: 2006-08-31 00:00:00__87,Cutthroat trout: 2004-09-14 00:00:00__60,Cutthroat trout: 2003-09-03 00:00:00__60,Cutthroat trout: 2002-09-18 00:00:00__71,Cutthroat trout: 2001-10-01 00:00:00__64,Cutthroat trout: 2000-09-12 00:00:00__76",-121.607602,Lewis County,46.602913,3839,1.6,46.602913 -121.607602
Fish - Little,"Brook trout: 2013-07-09 00:00:00__500,Brook trout: 2011-07-29 00:00:00__501,Brook trout: 2010-07-21 00:00:00__451,Brook trout: 2009-07-06 00:00:00__225,Brook trout: 2008-07-22 00:00:00__506,Brook trout: 2007-06-26 00:00:00__500,Brook trout: 2006-06-27 00:00:00__501,Brook trout: 2004-06-21 00:00:00__500,Brook trout: 2003-06-18 00:00:00__300,Brook trout: 2001-05-22 00:00:00__524,Brook trout: 2000-06-28 00:00:00__500",-121.701643,Skamania County,46.155452,3554,3.6,46.155452 -121.701643
Elk,"Brown trout: 2002-07-17 00:00:00__2,000",-122.235863,Skamania County,46.335203,3973,27.3,46.335203 -122.235863
Eunice,"Brook trout: 2013-07-16 00:00:00__480,Brook trout: 2011-08-10 00:00:00__489,Brook trout: 2009-07-21 00:00:00__250,Brook trout: 2007-06-29 00:00:00__289,Brook trout: 2003-07-08 00:00:00__480,Brook trout: 2001-06-19 00:00:00__650,Brook trout: 2000-06-21 00:00:00__650",-121.824783,Skamania County,46.00508,4316,4.8,46.00508 -121.824783
Goose Lake,"Brook trout: 2011-06-27 00:00:00__6,006,Brook trout: 2010-08-18 00:00:00__2,899,Brook trout: 2010-08-18 00:00:00__11,439,Brook trout: 2010-07-27 00:00:00__387,Brook trout: 2008-08-08 00:00:00__6,415,Brook trout: 2000-07-18 00:00:00__300,Brown trout: 2011-10-10 00:00:00__520,Brown trout: 2009-06-12 00:00:00__4,500,Cutthroat trout: 2009-09-16 00:00:00__1,766,Cutthroat trout: 2009-06-17 00:00:00__869,Cutthroat trout: 2007-09-15 00:00:00__1,610,Cutthroat trout: 2007-09-13 00:00:00__1,610",-121.764446,Skamania County,45.941185,3110,73.6,45.941185 -121.764446
Airplane,,-121.006674,Chelan County,48.002594,5305,9.4,48.002594 -121.006674
Bannock - Middle,,-120.972715,Chelan County,48.260666,5929,6.9,48.260666 -120.972715
Bannock - Upper,,-120.968671,Chelan County,48.257043,5934,11.8,48.257043 -120.968671
Blue,,-120.670502,Chelan County,48.5059,6259,14.4,48.5059 -120.670502
Chain - Lower,,-121.019667,Chelan County,47.691094,5632,3.9,47.691094 -121.019667
Chain - Middle,,-121.016262,Chelan County,47.687869,5684,7.4,47.687869 -121.016262
Chain - Upper,,-121.012644,Chelan County,47.685949,5710,4.6,47.685949 -121.012644
D (Dee),,-120.852153,Chelan County,47.976458,5633,7.4,47.976458 -120.852153
Doelle - Lower,,-121.002441,Chelan County,47.692801,5640,2.9,47.692801 -121.002441
Doelle - Upper,,-121.006683,Chelan County,47.692659,5787,8.6,47.692659 -121.006683
Dole - Lower,,-120.733327,Chelan County,48.175026,6146,5,48.175026 -120.733327
Dole - Middle,,-120.730024,Chelan County,48.172195,6149,6.1,48.172195 -120.730024
Earle,,-120.772158,Chelan County,47.505274,6694,14,47.505274 -120.772158
Enchantment No 3 (Leprechaun Lake),,-120.787162,Chelan County,47.478118,6879,9.2,47.478118 -120.787162
Enchantment No 5 (Inspiration Lake),,-120.801247,Chelan County,47.4824,7194,17.1,47.4824 -120.801247
Grace - Lower (1),,-120.939545,Chelan County,47.692762,6271,5.3,47.692762 -120.939545
Grass,,-121.076925,Chelan County,47.685256,3580,1.9,47.685256 -121.076925
Jason - Lower,,-120.883055,Chelan County,47.717142,5751,1.7,47.717142 -120.883055
Jason - Middle,,-120.889565,Chelan County,47.717211,5832,1.3,47.717211 -120.889565
Jason - Upper,,-120.890266,Chelan County,47.714583,5838,6,47.714583 -120.890266
Julius,,-120.876191,Chelan County,47.736458,5194,13.3,47.736458 -120.876191
Klonaqua - Upper,,-121.078666,Chelan County,47.591968,5191,65.2,47.591968 -121.078666
Knox,,-120.88936,Chelan County,47.693176,6232,4.8,47.693176 -120.88936
Lanham,,-121.018761,Chelan County,47.750364,4149,7.1,47.750364 -121.018761
Leonard - Lower,,-120.929682,Chelan County,47.533667,6188,1.9,47.533667 -120.929682
Leonard - Upper,,-120.924345,Chelan County,47.528915,6909,1.3,47.528915 -120.924345
Lichenwasser,,-121.076817,Chelan County,47.792343,4708,25.1,47.792343 -121.076817
Loch Eileen,,-120.889511,Chelan County,47.741462,5512,24.6,47.741462 -120.889511
Louis,,-121.132616,Chelan County,47.864192,4469,3.6,47.864192 -121.132616
Lyman,,-120.910499,Chelan County,48.193334,5603,73.5,48.193334 -120.910499
Mad,,-120.653888,Chelan County,47.934184,5820,7.5,47.934184 -120.653888
Mesa,,-120.76594,Chelan County,47.507994,6694,3.6,47.507994 -120.76594
Mirror,,-120.652251,Chelan County,48.156633,5489,25.2,48.156633 -120.652251
Myrtle,,-120.703582,Chelan County,48.055545,3768,18,48.055545 -120.703582
Phoebe,,-121.105906,Chelan County,47.600508,5218,11.7,47.600508 -121.105906
Phoebe - Lower,,-121.105054,Chelan County,47.603767,5151,2.3,47.603767 -121.105054
Rat Creek Pond,,-120.76717,Chelan County,47.514582,6261,0.4,47.514582 -120.76717
Ruth,,-120.861857,Chelan County,47.574339,6542,1.2,47.574339 -120.861857
Sauer,,-121.064701,Chelan County,47.581794,4788,6.4,47.581794 -121.064701
Shield,,-120.780756,Chelan County,47.496981,6699,35.8,47.496981 -120.780756
Theseus,,-121.031554,Chelan County,47.848406,5064,27.4,47.848406 -121.031554
Toketie,,-120.744504,Chelan County,47.50967,6187,7.8,47.50967 -120.744504
Trout,,-120.907657,Chelan County,47.557278,4789,15.8,47.557278 -120.907657
Turquoise,,-121.050079,Chelan County,47.616711,5469,19,47.616711 -121.050079
Lost Lake,,-121.404686,Kittitas County,47.334672,3093,159.5,47.334672 -121.404686
Porcupine,,-121.340187,Kittitas County,47.392113,4626,0.2,47.392113 -121.340187
Robin - Lower,,-121.101851,Kittitas County,47.583661,6168,8.9,47.583661 -121.101851
Robin - Upper,,-121.099525,Kittitas County,47.586466,6183,34.9,47.586466 -121.099525
Shoestring,,-121.011589,Kittitas County,47.018892,5668,1.1,47.018892 -121.011589
Shovel,,-121.202894,Kittitas County,47.53831,4143,34.4,47.53831 -121.202894
Tuck,,-121.11589,Kittitas County,47.588168,5273,16,47.588168 -121.11589
Tuck Pot,,-121.119203,Kittitas County,47.587168,5264,1.1,47.587168 -121.119203
Cooney,,-120.348647,Okanogan County,48.17797,7246,7.9,48.17797 -120.348647
Cornwell,,-120.201391,Okanogan County,48.935531,6954,6.4,48.935531 -120.201391
Dutton - Lower,,-120.192607,Okanogan County,48.862734,6832,2.6,48.862734 -120.192607
Eagle - Middle,,-120.340711,Okanogan County,48.211659,7027,2.1,48.211659 -120.340711
Glory,,-120.241182,Okanogan County,48.908928,6671,1.6,48.908928 -120.241182
Halfmoon,,-120.245434,Okanogan County,48.828214,6716,10.9,48.828214 -120.245434
No Dice,,-120.33968,Okanogan County,48.770792,6545,2.9,48.770792 -120.33968
Sheep,,-120.379415,Okanogan County,48.97299,7080,4.4,48.97299 -120.379415
South Pot 1,,-120.639657,Okanogan County,48.431283,6262,1,48.431283 -120.639657
White (1),,-120.549642,Okanogan County,48.90901,6350,3,48.90901 -120.549642
White (2),,-120.544872,Okanogan County,48.905782,6592,1.9,48.905782 -120.544872
Jerry No. 2,,-120.921115,Whatcom County,48.757497,5916,1.1,48.757497 -120.921115
Jerry No. 3,,-120.924967,Whatcom County,48.755677,5934,27.1,48.755677 -120.924967
Leech Lake,,-121.3873,Yakima County,46.64269,4416,41.7,46.64269 -121.3873
Sheep,,-121.50248,Yakima County,46.89457,5760,2.5,46.89457 -121.50248
Bench,,-121.501307,King County,47.656379,4185,2.9,47.656379 -121.501307
Bertha,,-121.246329,King County,47.755337,4319,2.3,47.755337 -121.246329
Bertha Lake Pot,,-121.247532,King County,47.755928,4318,0.2,47.755928 -121.247532
Bonnie,,-121.27247,King County,47.565648,4874,7.9,47.565648 -121.27247
Delta,,-121.310016,King County,47.591733,3235,45.6,47.591733 -121.310016
Embro,,-121.173946,King County,47.736266,4156,9.4,47.736266 -121.173946
Emerald,,-121.255475,King County,47.580307,4705,2.6,47.580307 -121.255475
Grace (1),,-121.109842,King County,47.74068,4508,1.4,47.74068 -121.109842
Grace (2),,-121.109942,King County,47.738338,4670,1.1,47.738338 -121.109942
Grace (3),,-121.110816,King County,47.735669,4866,0.5,47.735669 -121.110816
Grace (4),,-121.112998,King County,47.736606,4793,1.3,47.736606 -121.112998
Gus,,-121.34102,King County,47.565426,4228,10.3,47.565426 -121.34102
Gus - Little,,-121.347904,King County,47.569968,4154,3.1,47.569968 -121.347904
Hardscrabble Pot - Lwr,,-121.351291,King County,47.524725,4047,0.3,47.524725 -121.351291
Jade,,-121.257818,King County,47.584823,4614,3.8,47.584823 -121.257818
Jewel,,-121.275979,King County,47.590843,4471,7.8,47.590843 -121.275979
Mosquito,,-121.147788,King County,47.763419,4470,1.2,47.763419 -121.147788
Mosquito Pothole - E,,-121.143604,King County,47.763413,4590,2.1,47.763413 -121.143604
Mt Fernow Pothole 3,,-121.235209,King County,47.766663,4381,0.9,47.766663 -121.235209
Murphy - Upper,,-121.129951,King County,47.683804,4748,6.5,47.683804 -121.129951
Olallie,,-121.510259,King County,47.422552,3785,13.2,47.422552 -121.510259
Panorama,,-121.335587,King County,47.630702,5282,8,47.630702 -121.335587
Pugsley (Dans),,-121.399945,King County,47.586085,3419,16.7,47.586085 -121.399945
Purvis,,-121.346616,King County,47.627731,5313,6.9,47.627731 -121.346616
Rock,,-121.335078,King County,47.640293,4550,23.1,47.640293 -121.335078
Summit (Mosquito),,-121.114923,King County,47.739428,4589,5.4,47.739428 -121.114923
Tusco Out-In Pot - Large,,-121.490203,King County,47.435231,3674,5.5,47.435231 -121.490203
Tusco Out-In Pot - Small,,-121.492152,King County,47.43508,3673,1.6,47.43508 -121.492152
Tye,,-121.112086,King County,47.765056,4682,3.2,47.765056 -121.112086
Yutaka,,-121.123857,King County,47.775467,4754,2.2,47.775467 -121.123857
Campbell,,-121.487371,Pierce County,46.916324,5591,0.4,46.916324 -121.487371
Christine,,-121.936279,Pierce County,46.777571,4806,2.6,46.777571 -121.936279
Coplay,,-121.832592,Pierce County,47.024651,3893,18.5,47.024651 -121.832592
EB Pot,,-121.927362,Pierce County,47.02511,4026,2.4,47.02511 -121.927362
Goat,,-121.924495,Pierce County,46.793311,4347,7.7,46.793311 -121.924495
Henskin - Lower,,-121.483834,Pierce County,46.918372,5480,2.2,46.918372 -121.483834
Henskin - Upper,,-121.487882,Pierce County,46.915721,5594,0.4,46.915721 -121.487882
Arrowhead,,-121.290053,Skagit County,48.432548,4411,10.5,48.432548 -121.290053
Found,,-121.253438,Skagit County,48.434211,4027,62.9,48.434211 -121.253438
Bath Pot 1,,-121.079558,Snohomish County,48.248745,5634,0.9,48.248745 -121.079558
Box Mtn - Lower,,-121.215524,Snohomish County,48.224075,5064,23.3,48.224075 -121.215524
Box Mtn - Upper,,-121.220456,Snohomish County,48.222515,5229,4.4,48.222515 -121.220456
Cup,,-121.141114,Snohomish County,47.826317,4715,10.6,47.826317 -121.141114
Flapjack Point Pot,,-121.370943,Snohomish County,47.791192,4384,2.1,47.791192 -121.370943
Gulch (2),,-121.456076,Snohomish County,47.938696,3632,3.9,47.938696 -121.456076
Joan Pot,,-121.193848,Snohomish County,47.790958,5060,0.2,47.790958 -121.193848
Saucer,,-121.14734,Snohomish County,47.829128,4487,15,47.829128 -121.14734
Twin - Lower,,-121.377239,Snohomish County,47.949446,4624,23.3,47.949446 -121.377239
Bagley - Upper,,-121.684465,Whatcom County,48.860064,4172,3.8,48.860064 -121.684465
Baker Lake,,-121.628304,Whatcom County,48.726836,703,4755.3,48.726836 -121.628304
Blue,,-121.792541,Whatcom County,48.646984,3984,12.2,48.646984 -121.792541
Iceberg,,-121.717971,Whatcom County,48.854069,4797,36.5,48.854069 -121.717971
Pocket No. 1,,-121.532349,Whatcom County,48.985594,4515,4.9,48.985594 -121.532349
Twin - Lower,,-121.638326,Whatcom County,48.95119,5165,18.2,48.95119 -121.638326
Twin - Upper,,-121.633053,Whatcom County,48.953043,5181,16.4,48.953043 -121.633053
Watson Pot,,-121.582656,Whatcom County,48.669677,4332,1.8,48.669677 -121.582656
Cougar - Little,,-121.447586,Yakima County,46.813758,5024,12.5,46.813758 -121.447586
Dewey - Upper,,-121.49011,Yakima County,46.854937,5134,7.6,46.854937 -121.49011
Dry Creek Beaver Pond,"Brook trout: 2007-06-25 00:00:00__200,Brook trout: 2003-06-19 00:00:00__295,Brook trout: 2000-06-22 00:00:00__300",-121.767184,Skamania County,45.966439,3793,1.3,45.966439 -121.767184
Delia,Brook trout: 2003-07-08 00:00:00__200,-121.695812,Skamania County,45.96123,3357,1.3,45.96123 -121.695812
Deep,"Cutthroat trout: 2010-09-18 00:00:00__616,Cutthroat trout: 2008-09-09 00:00:00__622,Cutthroat trout: 2004-09-18 00:00:00__630,Cutthroat trout: 2002-09-23 00:00:00__600,Cutthroat trout: 2000-09-16 00:00:00__700",-121.770026,Skamania County,46.031815,5103,5.5,46.031815 -121.770026
Deer,"Cutthroat trout: 2011-09-20 00:00:00__429,Cutthroat trout: 2009-09-19 00:00:00__468,Cutthroat trout: 2007-09-15 00:00:00__500,Cutthroat trout: 2006-09-18 00:00:00__470,Cutthroat trout: 2003-09-20 00:00:00__470,Cutthroat trout: 2001-09-27 00:00:00__500",-121.787427,Skamania County,46.024172,4824,5.2,46.024172 -121.787427
Wood,"Cutthroat trout: 2013-09-03 00:00:00__1,156,Cutthroat trout: 2011-09-20 00:00:00__1,124,Cutthroat trout: 2009-09-19 00:00:00__736,Cutthroat trout: 2007-09-13 00:00:00__800,Cutthroat trout: 2006-09-18 00:00:00__700,Cutthroat trout: 2003-09-20 00:00:00__700,Cutthroat trout: 2001-09-27 00:00:00__700",-121.786165,Skamania County,46.049157,4869,9.5,46.049157 -121.786165
Wapiki,"Cutthroat trout: 2001-09-27 00:00:00__950,Rainbow trout: 2013-07-29 00:00:00__500,Rainbow trout: 2011-08-23 00:00:00__375,Rainbow trout: 2003-07-02 00:00:00__500",-121.749865,Skamania County,46.019824,5241,7.3,46.019824 -121.749865
Wonder Lake 2,"Cutthroat trout: 2006-09-11 00:00:00__585,Cutthroat trout: 2004-08-19 00:00:00__214,Cutthroat trout: 2001-08-27 00:00:00__200",-123.43883,Mason County,47.510851,3518,1,47.510851 -123.43883
Triumph,Rainbow trout: 2002-08-24 00:00:00__148,-121.388576,Whatcom County,48.679561,3707,4.2,48.679561 -121.388576
Lincoln Pond,"Cutthroat trout: 2007-09-10 00:00:00__650,Cutthroat trout: 2004-08-19 00:00:00__498,Cutthroat trout: 2000-08-28 00:00:00__545",-123.310829,Mason County,47.546532,4441,3.2,47.546532 -123.310829
Thornton - Middle,Golden trout: 2004-09-21 00:00:00__728,-121.335368,Whatcom County,48.689622,4701,11.7,48.689622 -121.335368
Thornton - Lower,"Rainbow trout: 2008-09-10 00:00:00__6,375,Rainbow trout: 2002-08-15 00:00:00__4,000",-121.327937,Whatcom County,48.684154,4486,52,48.684154 -121.327937
Sourdough,"Rainbow trout: 2002-08-15 00:00:00__2,000",-121.124668,Whatcom County,48.759094,4617,26.6,48.759094 -121.124668
Skymo,"Rainbow trout: 2009-09-15 00:00:00__1,200,Rainbow trout: 2003-09-09 00:00:00__1,200",-121.103291,Whatcom County,48.836288,5281,10.7,48.836288 -121.103291
Quill - Upper,Rainbow trout: 2002-08-24 00:00:00__35,-121.392416,Whatcom County,48.669567,4514,0.9,48.669567 -121.392416
Quill - Lower,Rainbow trout: 2002-08-24 00:00:00__35,-121.393678,Whatcom County,48.669129,4558,0.5,48.669129 -121.393678
Unnamed - L28977,"Cutthroat trout: 2003-08-05 00:00:00__275,Rainbow trout: 2006-07-18 00:00:00__198",-121.098301,Yakima County,46.60987,3876,1.1,46.60987 -121.098301
Wildcat,"Rainbow trout: 2010-07-12 00:00:00__211,Rainbow trout: 2007-08-27 00:00:00__200,Rainbow trout: 2004-09-09 00:00:00__200,Rainbow trout: 2001-07-23 00:00:00__206",-121.432362,Yakima County,46.819239,5188,1.3,46.819239 -121.432362
Warm,"Golden trout: 2011-09-30 00:00:00__75,Golden trout: 2006-10-03 00:00:00__200",-121.384178,Yakima County,46.476247,6346,1.1,46.476247 -121.384178
Unnamed - L29857,"Cutthroat trout: 2002-08-19 00:00:00__200,Rainbow trout: 2003-07-14 00:00:00__204,Rainbow trout: 2000-08-10 00:00:00__205",-121.35085,Yakima County,46.700595,5146,1,46.700595 -121.35085
Three Sombreros,"Cutthroat trout: 2010-08-05 00:00:00__120,Cutthroat trout: 2007-08-15 00:00:00__174,Cutthroat trout: 2003-08-12 00:00:00__165",-121.382846,Yakima County,47.013062,5070,0.5,47.013062 -121.382846
Two Lakes,"Cutthroat trout: 2012-09-22 00:00:00__360,Cutthroat trout: 2008-08-30 00:00:00__360,Cutthroat trout: 2004-09-02 00:00:00__370,Cutthroat trout: 2000-09-11 00:00:00__369",-121.447198,Yakima County,46.786483,5384,2.9,46.786483 -121.447198
Surprise,"Cutthroat trout: 2012-08-31 00:00:00__800,Cutthroat trout: 2009-08-22 00:00:00__1,785,Cutthroat trout: 2006-08-11 00:00:00__1,800,Cutthroat trout: 2003-08-02 00:00:00__1,760,Cutthroat trout: 2000-08-12 00:00:00__1,785",-121.35942,Yakima County,46.469207,5259,7.1,46.469207 -121.35942
Shellrock,"Rainbow trout: 2012-08-10 00:00:00__1,400,Rainbow trout: 2008-07-16 00:00:00__1,418,Rainbow trout: 2005-07-20 00:00:00__1,398,Rainbow trout: 2002-07-20 00:00:00__1,404",-121.345549,Yakima County,46.685099,4930,10.7,46.685099 -121.345549
Sheepherder,"Cutthroat trout: 2012-08-28 00:00:00__280,Cutthroat trout: 2008-08-14 00:00:00__350,Cutthroat trout: 2002-08-07 00:00:00__356,Cutthroat trout: 2000-09-09 00:00:00__332,Rainbow trout: 2004-08-31 00:00:00__333",-121.362135,Yakima County,46.985172,4952,3.2,46.985172 -121.362135
Root,"Rainbow trout: 2010-07-21 00:00:00__639,Rainbow trout: 2008-07-23 00:00:00__675,Rainbow trout: 2006-07-27 00:00:00__675,Rainbow trout: 2004-07-09 00:00:00__650,Rainbow trout: 2002-07-19 00:00:00__623,Rainbow trout: 2000-08-30 00:00:00__672",-121.362728,Yakima County,46.808645,5311,4.7,46.808645 -121.362728
Richmond,"Rainbow trout: 2013-09-19 00:00:00__75,Rainbow trout: 2010-07-20 00:00:00__80,Rainbow trout: 2008-09-26 00:00:00__30,Rainbow trout: 2007-07-25 00:00:00__70,Rainbow trout: 2003-08-19 00:00:00__32,Rainbow trout: 2000-08-29 00:00:00__30",-121.245629,Yakima County,46.84673,5994,2.1,46.84673 -121.245629
Sandstone,"Cutthroat trout: 2012-08-25 00:00:00__240,Cutthroat trout: 2009-08-21 00:00:00__127,Cutthroat trout: 2006-08-30 00:00:00__128,Cutthroat trout: 2003-08-12 00:00:00__120",-121.176123,Yakima County,46.946427,3439,1.2,46.946427 -121.176123
Pleasant 2 (Pleasant Valley),"Rainbow trout: 2012-07-06 00:00:00__120,Rainbow trout: 2009-07-08 00:00:00__100,Rainbow trout: 2006-07-19 00:00:00__121,Rainbow trout: 2003-06-25 00:00:00__100",-121.303539,Yakima County,46.934729,4194,0.5,46.934729 -121.303539
One,"Cutthroat trout: 2012-09-22 00:00:00__125,Cutthroat trout: 2008-08-30 00:00:00__135,Cutthroat trout: 2004-09-02 00:00:00__148,Cutthroat trout: 2000-09-11 00:00:00__123",-121.444886,Yakima County,46.781204,5057,1.8,46.781204 -121.444886
Pillar,"Rainbow trout: 2011-08-12 00:00:00__460,Rainbow trout: 2009-07-10 00:00:00__475,Rainbow trout: 2007-07-11 00:00:00__475,Rainbow trout: 2005-07-20 00:00:00__473,Rainbow trout: 2003-07-14 00:00:00__480,Rainbow trout: 2001-07-03 00:00:00__473",-121.363991,Yakima County,46.700316,5278,3.5,46.700316 -121.363991
Otter,"Cutthroat trout: 2012-08-26 00:00:00__900,Cutthroat trout: 2010-08-03 00:00:00__900,Cutthroat trout: 2008-08-13 00:00:00__910,Cutthroat trout: 2006-09-13 00:00:00__900,Cutthroat trout: 2004-08-03 00:00:00__920,Cutthroat trout: 2002-09-10 00:00:00__900,Cutthroat trout: 2000-08-10 00:00:00__927",-121.361388,Yakima County,46.687729,5039,4.3,46.687729 -121.361388
Melba,"Rainbow trout: 2011-08-04 00:00:00__210,Rainbow trout: 2008-07-16 00:00:00__210,Rainbow trout: 2004-07-15 00:00:00__215,Rainbow trout: 2000-08-22 00:00:00__210",-121.342929,Yakima County,46.69188,5032,1.9,46.69188 -121.342929
Hill,"Rainbow trout: 2011-08-12 00:00:00__600,Rainbow trout: 2009-07-10 00:00:00__580,Rainbow trout: 2007-07-11 00:00:00__580,Rainbow trout: 2005-07-20 00:00:00__580,Rainbow trout: 2003-07-14 00:00:00__600,Rainbow trout: 2001-07-03 00:00:00__578",-121.349144,Yakima County,46.69817,5115,4.5,46.69817 -121.349144
Long John,"Cutthroat trout: 2011-09-03 00:00:00__480,Cutthroat trout: 2009-08-13 00:00:00__500,Cutthroat trout: 2007-08-15 00:00:00__522,Cutthroat trout: 2005-07-20 00:00:00__493",-121.368317,Yakima County,46.697813,5154,2.5,46.697813 -121.368317
Janet,"Cutthroat trout: 2011-09-03 00:00:00__420,Cutthroat trout: 2008-08-12 00:00:00__420,Cutthroat trout: 2005-07-14 00:00:00__420,Cutthroat trout: 2002-08-14 00:00:00__420",-121.382911,Yakima County,47.008576,5036,4.6,47.008576 -121.382911
Gold Hill 1,"Cutthroat trout: 2010-09-01 00:00:00__490,Cutthroat trout: 2004-08-05 00:00:00__280,Cutthroat trout: 2001-07-26 00:00:00__275",-121.385107,Yakima County,46.935997,5640,3.2,46.935997 -121.385107
Flatiron,"Rainbow trout: 2012-08-14 00:00:00__546,Rainbow trout: 2012-08-07 00:00:00__550,Rainbow trout: 2009-07-07 00:00:00__750,Rainbow trout: 2007-08-15 00:00:00__756,Rainbow trout: 2006-07-25 00:00:00__720,Rainbow trout: 2004-07-01 00:00:00__735,Rainbow trout: 2002-07-11 00:00:00__693,Rainbow trout: 2000-08-24 00:00:00__697",-121.194221,Yakima County,46.88851,5595,6.1,46.88851 -121.194221
Hell,"Cutthroat trout: 2010-08-09 00:00:00__340,Cutthroat trout: 2006-08-09 00:00:00__350,Cutthroat trout: 2002-09-08 00:00:00__342",-121.368434,Yakima County,46.622639,5429,2.3,46.622639 -121.368434
Devils Washbasin,"Cutthroat trout: 2010-09-15 00:00:00__248,Cutthroat trout: 2006-08-24 00:00:00__240,Cutthroat trout: 2002-08-08 00:00:00__240",-121.369227,Yakima County,46.521232,6271,1.4,46.521232 -121.369227
Dog Lake,"Rainbow trout: 2006-05-26 00:00:00__5,100,Rainbow trout: 2005-06-14 00:00:00__1,218,Rainbow trout: 2005-06-14 00:00:00__620,Rainbow trout: 2005-06-13 00:00:00__2,562,Rainbow trout: 2005-05-20 00:00:00__6,016,Rainbow trout: 2005-04-27 00:00:00__3,069,Rainbow trout: 2004-07-07 00:00:00__2,985,Rainbow trout: 2004-06-10 00:00:00__3,193,Rainbow trout: 2004-05-21 00:00:00__3,020,Rainbow trout: 2004-05-21 00:00:00__6,006,Rainbow trout: 2003-06-25 00:00:00__3,030,Rainbow trout: 2003-06-10 00:00:00__6,077,Rainbow trout: 2003-06-02 00:00:00__2,712,Rainbow trout: 2002-06-25 00:00:00__6,000,Rainbow trout: 2002-06-24 00:00:00__2,899,Rainbow trout: 2002-06-17 00:00:00__3,395,Rainbow trout: 2002-06-12 00:00:00__3,180,Rainbow trout: 2000-06-20 00:00:00__6,023",-121.359731,Yakima County,46.657375,4211,59.9,46.657375 -121.359731
Deer,"Cutthroat trout: 2010-09-03 00:00:00__700,Cutthroat trout: 2008-08-28 00:00:00__1,125,Cutthroat trout: 2006-08-08 00:00:00__1,550,Cutthroat trout: 2004-09-08 00:00:00__1,521,Cutthroat trout: 2002-08-21 00:00:00__1,540,Cutthroat trout: 2000-08-02 00:00:00__1,523,Rainbow trout: 2012-08-31 00:00:00__1,300",-121.41098,Yakima County,46.651058,5229,12.3,46.651058 -121.41098
Cramer,"Rainbow trout: 2012-07-19 00:00:00__990,Rainbow trout: 2012-07-13 00:00:00__990,Rainbow trout: 2011-07-15 00:00:00__1,960,Rainbow trout: 2010-07-09 00:00:00__2,115,Rainbow trout: 2009-06-30 00:00:00__2,120,Rainbow trout: 2008-07-10 00:00:00__2,000,Rainbow trout: 2007-07-13 00:00:00__1,930,Rainbow trout: 2006-07-18 00:00:00__1,925,Rainbow trout: 2005-09-08 00:00:00__2,006,Rainbow trout: 2004-09-15 00:00:00__1,938,Rainbow trout: 2003-07-14 00:00:00__1,950,Rainbow trout: 2002-07-20 00:00:00__1,924,Rainbow trout: 2001-07-03 00:00:00__1,943,Rainbow trout: 2000-07-21 00:00:00__2,420",-121.365869,Yakima County,46.683668,5029,17.7,46.683668 -121.365869
Crag,"Cutthroat trout: 2012-09-12 00:00:00__630,Cutthroat trout: 2008-08-18 00:00:00__600,Cutthroat trout: 2004-09-02 00:00:00__592,Cutthroat trout: 2000-09-11 00:00:00__615",-121.433483,Yakima County,46.771929,5024,6.3,46.771929 -121.433483
Conrad 1,"Cutthroat trout: 2010-08-17 00:00:00__120,Cutthroat trout: 2009-09-09 00:00:00__120,Cutthroat trout: 2007-08-07 00:00:00__120,Cutthroat trout: 2005-07-29 00:00:00__120,Cutthroat trout: 2003-07-23 00:00:00__130,Cutthroat trout: 2001-07-24 00:00:00__120",-121.32176,Yakima County,46.512143,5315,3.7,46.512143 -121.32176
